Date,Open,High,Low,Close,Volume,Adj Close
2016-09-01,29.940001000000002,30.290001,29.83,30.290001,10705200,30.290001
2016-09-02,30.389999,30.41,29.82,30.02,11528100,30.02
2016-09-06,30.040001,30.219998999999998,29.790001,29.98,14689400,29.98
2016-09-07,30.030001000000002,30.25,29.870001000000002,29.91,11248800,29.91
2016-09-08,29.860001,29.969998999999998,29.639999,29.790001,8170400,29.790001
2016-09-09,29.5,29.65,28.67,28.860001,14681900,28.860001
2016-09-12,28.639999,29.77,28.530001000000002,29.59,16269100,29.59
2016-09-13,29.290001,29.620001000000002,29.09,29.379998999999998,13010400,29.379998999999998
2016-09-14,29.379998999999998,29.5,29.27,29.43,12243000,29.43
2016-09-15,29.58,30.389999,29.52,30.15,15579400,30.15
2016-09-16,30.379998999999998,30.440001000000002,29.889999,30.049999,16245800,30.049999
2016-09-19,30.440001000000002,30.780001000000002,30.27,30.299999,13655500,30.299999
2016-09-20,30.6,30.709999,30.190001000000002,30.389999,13183700,30.389999
2016-09-21,30.43,30.67,30.0,30.57,21288300,30.57
2016-09-22,30.76,31.07,30.17,30.290001,15660400,30.290001
2016-09-23,30.33,30.42,29.610001,29.66,13971800,29.66
2016-09-26,29.49,29.620001000000002,29.219998999999998,29.35,12610300,29.35
2016-09-27,29.35,29.76,29.26,29.639999,17381900,29.639999
2016-09-28,29.73,29.98,29.469998999999998,29.74,14034800,29.74
2016-09-29,29.66,29.82,29.299999,29.58,11534000,29.58
2016-09-30,29.68,30.209999,29.66,30.15,13210900,30.15
